#Time Total flux(top) flux(bottom)
0.445172 4.45172e-09 -1e-08 0
0.446615 4.46615e-09 -1e-08 0
0.448062 4.48062e-09 -1e-08 0
0.449514 4.49514e-09 -1e-08 0
0.45097 4.5097e-09 -1e-08 0
0.452431 4.52431e-09 -1e-08 0
0.453896 4.53896e-09 -1e-08 0
0.455366 4.55366e-09 -1e-08 0
0.45684 4.56841e-09 -1e-08 0
0.458319 4.58319e-09 -1e-08 0
0.459803 4.59803e-09 -1e-08 0
0.461291 4.61291e-09 -1e-08 0
0.462783 4.62784e-09 -1e-08 0
0.464281 4.64281e-09 -1e-08 0
0.465783 4.65783e-09 -1e-08 0
0.467289 4.67289e-09 -1e-08 0
0.4688 4.688e-09 -1e-08 0
0.470316 4.70316e-09 -1e-08 0
0.471837 4.71837e-09 -1e-08 0
0.473362 4.73362e-09 -1e-08 0
0.474892 4.74892e-09 -1e-08 0
0.476426 4.76427e-09 -1e-08 0
0.477966 4.77966e-09 -1e-08 0
0.47951 4.7951e-09 -1e-08 0
0.481059 4.81059e-09 -1e-08 0
0.482613 4.82613e-09 -1e-08 0
0.484171 4.84172e-09 -1e-08 0
0.485735 4.85735e-09 -1e-08 0
0.487303 4.87303e-09 -1e-08 0
0.488876 4.88876e-09 -1e-08 0
0.490454 4.90454e-09 -1e-08 0
0.492037 4.92037e-09 -1e-08 0
0.493625 4.93625e-09 -1e-08 0
0.495218 4.95218e-09 -1e-08 0
0.496815 4.96815e-09 -1e-08 0
0.498418 4.98418e-09 -1e-08 0
0.500025 5.00026e-09 -1e-08 0
0.501638 5.01638e-09 -1e-08 0
0.503256 5.03256e-09 -1e-08 0
0.504878 5.04878e-09 -1e-08 0
0.506506 5.06506e-09 -1e-08 0
0.508138 5.08139e-09 -1e-08 0
0.509776 5.09776e-09 -1e-08 0
0.511419 5.11419e-09 -1e-08 0
0.513067 5.13067e-09 -1e-08 0
0.51472 5.1472e-09 -1e-08 0
0.516378 5.16378e-09 -1e-08 0
0.518041 5.18041e-09 -1e-08 0
0.51971 5.1971e-09 -1e-08 0
0.521383 5.21383e-09 -1e-08 0
0.523062 5.23062e-09 -1e-08 0
0.524746 5.24746e-09 -1e-08 0
0.526436 5.26436e-09 -1e-08 0
0.52813 5.2813e-09 -1e-08 0
0.52983 5.2983e-09 -1e-08 0
0.531535 5.31535e-09 -1e-08 0
0.533245 5.33245e-09 -1e-08 0
0.534961 5.34961e-09 -1e-08 0
0.536682 5.36682e-09 -1e-08 0
0.538408 5.38409e-09 -1e-08 0
0.54014 5.4014e-09 -1e-08 0
0.541877 5.41877e-09 -1e-08 0
0.54362 5.4362e-09 -1e-08 0
0.545368 5.45368e-09 -1e-08 0
0.547121 5.47121e-09 -1e-08 0
0.54888 5.4888e-09 -1e-08 0
0.550644 5.50644e-09 -1e-08 0
0.552414 5.52414e-09 -1e-08 0
0.554189 5.5419e-09 -1e-08 0
0.55597 5.5597e-09 -1e-08 0
0.557757 5.57757e-09 -1e-08 0
0.559549 5.59549e-09 -1e-08 0
0.561346 5.61346e-09 -1e-08 0
0.563149 5.63149e-09 -1e-08 0
0.564958 5.64958e-09 -1e-08 0
0.566772 5.66772e-09 -1e-08 0
0.568592 5.68592e-09 -1e-08 0
