#Time Total flux(top) flux(bottom)
640390 0.0084544 -1.64039e-08 2.50824e-300
650379 0.00861876 -1.65038e-08 4.73606e-298
659829 0.00877515 -1.65983e-08 1.33599e-296
669834 0.00894172 -1.66983e-08 1.01517e-294
679839 0.00910929 -1.67984e-08 7.70327e-293
689844 0.00927786 -1.68984e-08 4.17379e-291
699849 0.00944743 -1.69985e-08 1.81255e-289
710199 0.0096239 -1.7102e-08 1.66535e-287
720192 0.0097953 -1.72019e-08 5.2189e-286
730555 0.00997411 -1.73056e-08 2.7e-284
740918 0.010154 -1.74092e-08 1.30542e-282
751282 0.0103349 -1.75128e-08 5.1265e-281
762096 0.0105249 -1.7621e-08 5.28411e-279
772439 0.0107077 -1.77244e-08 1.49351e-277
783275 0.0109004 -1.78328e-08 8.15072e-276
794112 0.0110942 -1.79411e-08 4.24106e-274
804948 0.0112892 -1.80495e-08 1.73465e-272
816422 0.0114969 -1.81642e-08 3.48627e-270
827220 0.0116937 -1.82722e-08 9.11523e-269
838739 0.0119048 -1.83874e-08 6.82794e-267
849490 0.0121031 -1.84949e-08 1.34884e-265
861067 0.0123179 -1.86107e-08 6.97125e-264
872645 0.012534 -1.87265e-08 3.91769e-262
884223 0.0127515 -1.88422e-08 1.67004e-260
895801 0.0129703 -1.8958e-08 5.87811e-259
907378 0.0131905 -1.90738e-08 1.78668e-257
918956 0.013412 -1.91896e-08 4.82038e-256
930534 0.0136348 -1.93053e-08 1.176e-254
942111 0.013859 -1.94211e-08 2.62941e-253
953689 0.0140845 -1.95369e-08 5.44323e-252
965267 0.0143114 -1.96527e-08 1.05165e-250
976845 0.0145396 -1.97684e-08 1.90855e-249
988422 0.0147691 -1.98842e-08 3.27087e-248
1e+06 0.015 -2e-08 5.31723e-247
1.01235e+06 0.0152454 -1.98427e-08 1.82176e-245
1.01771e+06 0.0153511 -1.96457e-08 3.89129e-245
1.02299e+06 0.0154546 -1.95401e-08 7.82262e-245
1.02895e+06 0.0155707 -1.9421e-08 1.72967e-244
1.03498e+06 0.0156874 -1.93003e-08 3.88964e-244
1.04193e+06 0.0158209 -1.91615e-08 1.01757e-243
1.04947e+06 0.0159649 -1.90106e-08 3.00704e-243
1.05788e+06 0.0161241 -1.88424e-08 1.07098e-242
1.06712e+06 0.0162973 -1.86576e-08 4.73172e-242
1.07704e+06 0.0164815 -1.84592e-08 2.60588e-241
1.08718e+06 0.0166677 -1.82563e-08 1.58164e-240
1.0978e+06 0.0168603 -1.8044e-08 1.14319e-239
1.10908e+06 0.0170625 -1.78185e-08 1.12894e-238
1.12096e+06 0.0172728 -1.75809e-08 1.66457e-237
1.13316e+06 0.017486 -1.73367e-08 3.29996e-236
1.14591e+06 0.0177053 -1.70818e-08 1.13799e-234
1.15926e+06 0.0179315 -1.68149e-08 1.02243e-232
1.17282e+06 0.0181577 -1.65437e-08 1.01552e-230
1.18684e+06 0.0183877 -1.62633e-08 1.80954e-228
