#Time flux(top) flux(bottom)
40522451.22 -2.512127923e-06 2.456054715e-06
40568986.84 -2.522144103e-06 2.470728764e-06
40627152.11 -2.534664147e-06 2.487446297e-06
40699858.7 -2.550313693e-06 2.505702724e-06
40790731.57 -2.569874386e-06 2.526518589e-06
40904290.25 -2.594320138e-06 2.551613713e-06
41046213.27 -2.624870423e-06 2.582696698e-06
41047521.75 -2.641997924e-06 2.58298504e-06
41049157.35 -2.642349974e-06 2.583345925e-06
41051201.84 -2.642790036e-06 2.583796935e-06
41053757.45 -2.643340112e-06 2.584360176e-06
41056951.97 -2.644027708e-06 2.585063626e-06
41060945.11 -2.644887201e-06 2.585942574e-06
41065936.6 -2.645961576e-06 2.587041177e-06
41072175.91 -2.647304547e-06 2.588414378e-06
41079974.9 -2.648983235e-06 2.590130771e-06
41089723.4 -2.651081549e-06 2.592275946e-06
41101908.84 -2.65370439e-06 2.59495754e-06
41117140.63 -2.65698292e-06 2.598319992e-06
41136179.92 -2.661081027e-06 2.602624697e-06
41159979.75 -2.666203691e-06 2.608491989e-06
41189730.64 -2.672607241e-06 2.617013998e-06
41226922.74 -2.680612227e-06 2.628931552e-06
41273415.59 -2.690619202e-06 2.643603708e-06
41331535.9 -2.703128756e-06 2.659800667e-06
41404186.3 -2.718766207e-06 2.677480054e-06
41495020.1 -2.738315508e-06 2.697953248e-06
41608562.35 -2.762754623e-06 2.722895415e-06
41750490.16 -2.793303516e-06 2.753896504e-06
41751798.34 -2.810431554e-06 2.754183964e-06
41753433.58 -2.810783526e-06 2.754543725e-06
41755477.63 -2.811223492e-06 2.754993309e-06
41758032.68 -2.811773449e-06 2.755554767e-06
41761226.52 -2.812460896e-06 2.756256057e-06
41765218.82 -2.813320209e-06 2.757132408e-06
41770209.2 -2.814394349e-06 2.758227849e-06
41776447.06 -2.815737013e-06 2.759597241e-06
41784244.4 -2.817415331e-06 2.761308987e-06
41793990.95 -2.819513214e-06 2.763448558e-06
41806173.76 -2.822135509e-06 2.766124121e-06
41821402.28 -2.825413332e-06 2.769490436e-06
41840437.01 -2.829510502e-06 2.773868064e-06
41864231.14 -2.83463194e-06 2.780011355e-06
41893972.68 -2.84103369e-06 2.789025099e-06
41931147.85 -2.849035534e-06 2.801287685e-06
41977611.36 -2.859036977e-06 2.815790665e-06
42035686.48 -2.871537617e-06 2.83147187e-06
42108280.37 -2.887162906e-06 2.84870048e-06
42199022.74 -2.906694518e-06 2.868928102e-06
42312467.01 -2.931110983e-06 2.893752592e-06
42454272.34 -2.961633514e-06 2.924668005e-06
42455579.95 -2.978746838e-06 2.924954748e-06
42457214.46 -2.979098654e-06 2.925313585e-06
42459257.61 -2.979538426e-06 2.925761983e-06
42461811.52 -2.980088138e-06 2.926321954e-06
42465003.92 -2.980775277e-06 2.927021425e-06
42468994.37 -2.981634195e-06 2.927895569e-06
42473982.37 -2.98270783e-06 2.928988304e-06
42480217.32 -2.984049861e-06 2.930354383e-06
42488011.08 -2.985727403e-06 2.932062056e-06
42497753.29 -2.98782434e-06 2.934196699e-06
42509930.67 -2.990445465e-06 2.936867939e-06
42525152.98 -2.993721898e-06 2.940247763e-06
42544180.88 -2.997817509e-06 2.944734229e-06
42567965.74 -3.002937022e-06 2.951206223e-06
42597697.95 -3.009336548e-06 2.960693275e-06
42634864.96 -3.0173363e-06 2.973168678e-06
42681326.47 -3.027336528e-06 2.987393852e-06
42739399.07 -3.039836629e-06 3.002583894e-06
42812003.23 -3.055462844e-06 3.019458128e-06
42902758.42 -3.074997217e-06 3.039523035e-06
43016186.03 -3.099413223e-06 3.064274492e-06
43157996.16 -3.129934336e-06 3.095144613e-06
43335218.77 -3.168084e-06 3.133706327e-06
43556809.69 -3.215773782e-06 3.181905543e-06
43833700.29 -3.27538178e-06 3.242120368e-06
44179967.03 -3.349898407e-06 3.317382745e-06
44612800.46 -3.443062543e-06 3.411424791e-06
45154219.27 -3.5595628e-06 3.528975787e-06
45830401.72 -3.705162526e-06 3.67577708e-06
46677487.42 -3.887313639e-06 3.859369317e-06
47734884.06 -4.115050022e-06 4.088665444e-06
49058928.55 -4.399820732e-06 4.375250566e-06
50717621.64 -4.682612458e-06 4.664371269e-06
52560613.97 -4.395121472e-06 4.410616678e-06
53454186 -4.071154548e-06 4.110857755e-06
53454491 -3.965333323e-06 4.1107585e-06
53454796 -3.965261109e-06 4.11065976e-06
53455101 -3.965188895e-06 4.110561197e-06
53455482.25 -3.965107654e-06 4.110438086e-06
53455863.49 -3.965017386e-06 4.110315001e-06
53456340.05 -3.964915835e-06 4.110161139e-06
53456816.61 -3.964803e-06 4.11000725e-06
53457412.31 -3.964676061e-06 4.109814836e-06
53458156.94 -3.964517388e-06 4.109574224e-06
53459087.72 -3.964319046e-06 4.109273307e-06
53460018.49 -3.964098666e-06 4.108972237e-06
53461181.97 -3.963850739e-06 4.108595655e-06
53462636.32 -3.963540828e-06 4.108124547e-06
53464090.69 -3.963196482e-06 4.107653061e-06
53465908.64 -3.96280909e-06 4.107063109e-06
53467726.59 -3.962378656e-06 4.106472578e-06
53469999.04 -3.961894415e-06 4.105733473e-06
53472271.49 -3.961356369e-06 4.104993468e-06
53475112.06 -3.960751066e-06 4.104066993e-06
53477384.5 -3.960145765e-06 4.103324948e-06
53480225.08 -3.959540463e-06 4.102395902e-06
53483775.78 -3.958783834e-06 4.101232346e-06
53486048.23 -3.958094463e-06 4.100486849e-06
53488888.8 -3.95748916e-06 4.099553458e-06
53492439.56 -3.956732525e-06 4.098384445e-06
53496877.97 -3.955786732e-06 4.096919529e-06
53499150.43 -3.954992268e-06 4.096168717e-06
53501991.02 -3.954386962e-06 4.095228355e-06
53505541.8 -3.953630322e-06 4.094049575e-06
53509980.22 -3.952684525e-06 4.092565934e-06
53515528.24 -3.951502284e-06 4.09066014e-06
53518368.8 -3.950509206e-06 4.089664132e-06
53521919.52 -3.949752578e-06 4.088362718e-06
53526357.98 -3.948806782e-06 4.086569326e-06
53531906.02 -3.947624535e-06 4.083816831e-06
53538841.06 -3.946146732e-06 4.078943883e-06
53541681.6 -3.944989454e-06 4.076665224e-06
53545232.28 -3.944232832e-06 4.073282693e-06
53549670.57 -3.943287062e-06 4.068090523e-06
53555218.35 -3.942104865e-06 4.060006885e-06
53558768.87 -3.941027767e-06 4.054199563e-06
53563207.02 -3.940082031e-06 4.04605831e-06
53568754.71 -3.938899862e-06 4.034930286e-06
53575689.32 -3.937422151e-06 4.020589695e-06
53579239.86 -3.936180871e-06 4.013285087e-06
53583678.07 -3.935235127e-06 4.004473564e-06
53589225.82 -3.934052944e-06 3.994373982e-06
53596160.45 -3.932575223e-06 3.983636373e-06
53604828.52 -3.930728104e-06 3.973275962e-06
53615663.78 -3.928419211e-06 3.964259172e-06
53629207.86 -3.925533075e-06 3.956943411e-06
53646137.16 -3.921925497e-06 3.950869449e-06
53667298.8 -3.917416119e-06 3.945119742e-06
53693750.84 -3.911779395e-06 3.938844288e-06
53726814.4 -3.904733668e-06 3.931459285e-06
53768146.18 -3.895926409e-06 3.922508361e-06
53819818.22 -3.884916194e-06 3.911487059e-06
53884413.97 -3.871151886e-06 3.897789299e-06
53965140.81 -3.853947937e-06 3.880697969e-06
54066063.31 -3.832443462e-06 3.859338391e-06
54192194.63 -3.805563799e-06 3.83264602e-06
54349824.69 -3.771970838e-06 3.799289696e-06
54546915.59 -3.729977359e-06 3.757591761e-06
54793446.24 -3.677459423e-06 3.705451419e-06
55101740.41 -3.61177674e-06 3.640262113e-06
55487108.12 -3.529657895e-06 3.558785408e-06
55968817.76 -3.427009338e-06 3.456970776e-06
56571458.69 -3.29863899e-06 3.329693507e-06
57326345.75 -3.137928658e-06 3.170451896e-06
58271204.39 -2.936705039e-06 2.971287116e-06
59452277.69 -2.685027556e-06 2.722548469e-06
60931727.39 -2.370062753e-06 2.411896116e-06
60932324.19 -2.194848123e-06 2.411776606e-06
60932920.99 -2.19470682e-06 2.411658225e-06
60933517.78 -2.194565517e-06 2.411540267e-06
60934263.78 -2.194406551e-06 2.411393085e-06
60935009.78 -2.194229922e-06 2.411246025e-06
60935942.27 -2.194031214e-06 2.411062282e-06
60936874.77 -2.193810428e-06 2.41087858e-06
60938040.39 -2.193562043e-06 2.41064898e-06
60939497.42 -2.193251562e-06 2.410362001e-06
60940954.45 -2.192906582e-06 2.41007504e-06
60942775.74 -2.19251848e-06 2.409716355e-06
60945052.34 -2.192033353e-06 2.409268022e-06
60947328.95 -2.191494323e-06 2.408819719e-06
60950174.71 -2.190887914e-06 2.408259372e-06
60953731.88 -2.190129905e-06 2.407558998e-06
60957289.06 -2.189287677e-06 2.406858696e-06
60961735.58 -2.188340163e-06 2.405983389e-06
60965292.82 -2.187392642e-06 2.405283235e-06
60969739.37 -2.186445117e-06 2.404408121e-06
60975297.46 -2.185260721e-06 2.403314377e-06
60979744.12 -2.184076313e-06 2.402439538e-06
60985302.48 -2.182891873e-06 2.401346041e-06
60992250.44 -2.181411318e-06 2.399979383e-06
60996697.12 -2.180062369e-06 2.399105023e-06
61002255.48 -2.178877927e-06 2.398012061e-06
61009203.28 -2.177397392e-06 2.396645883e-06
61017888.03 -2.175546739e-06 2.394936229e-06
61028744.31 -2.173233382e-06 2.392768833e-06
61033191.25 -2.171421718e-06 2.391878598e-06
61038749.92 -2.170237208e-06 2.390739725e-06
61045698.33 -2.168756563e-06 2.389253817e-06
61054384.06 -2.166905722e-06 2.387186027e-06
61065240.89 -2.164592186e-06 2.383872902e-06
61078811.38 -2.161700369e-06 2.377506607e-06
61083257.72 -2.159567455e-06 2.375148427e-06
61088815.72 -2.158383096e-06 2.371682041e-06
61095763.36 -2.156902621e-06 2.366399495e-06
61104448.14 -2.155051984e-06 2.358112426e-06
61115304.44 -2.152738623e-06 2.34506349e-06
61120863.16 -2.150795338e-06 2.337718551e-06
61127811.64 -2.149314679e-06 2.327565906e-06
61136497.12 -2.14746386e-06 2.313697964e-06
61147354.31 -2.145150309e-06 2.295367238e-06
61152913.31 -2.143206886e-06 2.285865195e-06
61159861.92 -2.141726179e-06 2.274011066e-06
61168547.57 -2.139875324e-06 2.259659675e-06
61179404.8 -2.137561749e-06 2.243114641e-06
61192976.08 -2.13466979e-06 2.225355288e-06
61209941.01 -2.131054776e-06 2.207955441e-06
61231146.52 -2.126535986e-06 2.192460935e-06
61257654.42 -2.120887456e-06 2.179478447e-06
61290790.87 -2.113826486e-06 2.168290842e-06
61332208.97 -2.105000379e-06 2.157402956e-06
61383989.32 -2.093967123e-06 2.145391045e-06
61448702.68 -2.080176068e-06 2.131227301e-06
61529584.93 -2.062939798e-06 2.114035743e-06
61630658.23 -2.041399074e-06 2.092841886e-06
61757022.93 -2.014473931e-06 2.066477821e-06
61915014.9 -1.980810496e-06 2.033573065e-06
62112561.37 -1.938720239e-06 1.992471378e-06
62114382.27 -1.915118224e-06 1.992097138e-06
62116658.4 -1.914633199e-06 1.99163123e-06
62119503.58 -1.914026915e-06 1.991048526e-06
62123060.05 -1.913269059e-06 1.990317751e-06
62127505.68 -1.912321734e-06 1.989401576e-06
62133062.82 -1.911137561e-06 1.988255133e-06
62140009.3 -1.909657325e-06 1.986822675e-06
62148692.3 -1.907807035e-06 1.985033567e-06
62159545.88 -1.905494206e-06 1.982798719e-06
62173112.86 -1.90260319e-06 1.98000612e-06
62190071.99 -1.898989371e-06 1.97651484e-06
62211270.26 -1.894472124e-06 1.972131498e-06
62237768.09 -1.888825644e-06 1.966485941e-06
62270891.97 -1.881767354e-06 1.958714381e-06
62312301.81 -1.872943714e-06 1.947402613e-06
62364064.1 -1.861913574e-06 1.931733147e-06
62428773.05 -1.848125179e-06 1.912592015e-06
62509649.73 -1.830890091e-06 1.891420043e-06
62610745.57 -1.809347357e-06 1.868155606e-06
62737138.63 -1.782416187e-06 1.841126581e-06
62895093.59 -1.748753776e-06 1.808207016e-06
63092651.09 -1.706666595e-06 1.767308579e-06
63094928.37 -1.683009247e-06 1.766843384e-06
63097774.98 -1.682402658e-06 1.766263925e-06
63101333.29 -1.681644414e-06 1.765538752e-06
63105781.22 -1.680696599e-06 1.764629539e-06
63111341.06 -1.679511833e-06 1.76349078e-06
63118290.78 -1.678030895e-06 1.762067052e-06
63126977.82 -1.676179744e-06 1.760288777e-06
63137836.45 -1.673865839e-06 1.758067724e-06
63151410.01 -1.670973446e-06 1.755293126e-06
63168376.11 -1.667358022e-06 1.751826188e-06
63189583.74 -1.662838842e-06 1.747489523e-06
63216092.25 -1.657189989e-06 1.742017381e-06
63249227.88 -1.650129044e-06 1.734851357e-06
63290642.41 -1.641303457e-06 1.724815998e-06
63342406.65 -1.630272531e-06 1.710523084e-06
63407111.95 -1.616484337e-06 1.691760128e-06
63487984 -1.599250229e-06 1.669804121e-06
63589104.01 -1.577705182e-06 1.645510009e-06
63715527.45 -1.550767554e-06 1.617937514e-06
63873630.09 -1.517084064e-06 1.584965254e-06
64071201.02 -1.474977811e-06 1.544335954e-06
64074049.55 -1.451251245e-06 1.543758632e-06
64077610.24 -1.450492493e-06 1.543039198e-06
64082061.17 -1.449544041e-06 1.542138647e-06
64087624.73 -1.448358479e-06 1.541010288e-06
64094579.26 -1.44687653e-06 1.539598398e-06
64103272.2 -1.445024112e-06 1.537834414e-06
64114138.73 -1.442708574e-06 1.535631645e-06
64127721.88 -1.43981411e-06 1.532880564e-06
64144701.67 -1.43619593e-06 1.529444239e-06
64165925.74 -1.431673183e-06 1.525150763e-06
64192455.83 -1.426019828e-06 1.519775335e-06
64225620.07 -1.418952942e-06 1.512954166e-06
64267077.9 -1.410118843e-06 1.503895888e-06
64318904.14 -1.399075452e-06 1.491213289e-06
64383699.31 -1.385269279e-06 1.473706872e-06
64464712.63 -1.368007806e-06 1.451671853e-06
64566009.56 -1.346425091e-06 1.426346082e-06
64692583.38 -1.319448716e-06 1.397884445e-06
64850837.67 -1.28572947e-06 1.364660423e-06
65048713.46 -1.243569173e-06 1.324271328e-06
65295876.99 -1.190883397e-06 1.274303445e-06
65299443.61 -1.161200823e-06 1.273593856e-06
65303901.82 -1.160250806e-06 1.272708953e-06
65309474.69 -1.159063281e-06 1.271603544e-06
65316440.84 -1.157578856e-06 1.270222317e-06
65325148.64 -1.155723302e-06 1.26849645e-06
65336033.21 -1.153403868e-06 1.266340103e-06
65349638.38 -1.15050466e-06 1.263646091e-06
65366643.98 -1.146880818e-06 1.260280578e-06
65387899.65 -1.142351276e-06 1.25607577e-06
65414471.32 -1.136689258e-06 1.250823037e-06
65447685.91 -1.129611489e-06 1.244244696e-06
65489201.59 -1.12076458e-06 1.235880251e-06
65541096.19 -1.109706247e-06 1.224715769e-06
65605958.18 -1.095884071e-06 1.209061484e-06
65687016.1 -1.078609408e-06 1.187585487e-06
65788307.95 -1.057022014e-06 1.160766212e-06
65914922.75 -1.03004139e-06 1.130042487e-06
66073228.63 -9.963111849e-07 1.095471468e-06
66271052.51 -9.541509253e-07 1.055137206e-06
66518240.96 -9.014683436e-07 1.006261535e-06
66523805.25 -8.715463265e-07 1.005183223e-06
66530760.75 -8.700641759e-07 1.003839701e-06
66539455.25 -8.682114571e-07 1.002162734e-06
66550323.38 -8.658955452e-07 1.000069256e-06
66563908.81 -8.630006226e-07 9.974560609e-07
66580889.73 -8.593820389e-07 9.9419484e-07
66602114.53 -8.548590715e-07 9.901255415e-07
66628645.53 -8.492055221e-07 9.850483422e-07
66661805.99 -8.421389759e-07 9.787122244e-07
66703253.98 -8.333064887e-07 9.708073235e-07
66755059.95 -8.222666614e-07 9.608411129e-07
66819804.82 -8.084688442e-07 9.479000847e-07
66900716.24 -7.91225391e-07 9.303673273e-07
67001855.51 -7.696734028e-07 9.066331065e-07
67128279.6 -7.427334176e-07 8.765182147e-07
67286272.13 -7.090628852e-07 8.410558807e-07
67483762.8 -6.669791687e-07 8.00438303e-07
67730534.19 -6.143854075e-07 7.530401436e-07
68038854.62 -5.48671115e-07 6.96251846e-07
68049705.8 -5.108861296e-07 6.943191206e-07
68063269.77 -5.079957538e-07 6.919167111e-07
68080223.86 -5.043828873e-07 6.889227921e-07
68101415.79 -4.998669878e-07 6.851915292e-07
68127906.77 -4.942220682e-07 6.805430859e-07
68161023.82 -4.871653988e-07 6.747551705e-07
68202417.53 -4.783444761e-07 6.67554907e-07
68254163.74 -4.673181495e-07 6.586039344e-07
68318840.14 -4.53535512e-07 6.474803979e-07
68399675.72 -4.36309142e-07 6.335837605e-07
68500751.24 -4.147736797e-07 6.158615602e-07
68627071.36 -3.878535503e-07 5.926389876e-07
68784971.52 -3.542062623e-07 5.622789557e-07
68982287.35 -3.121541796e-07 5.244850211e-07
69229025.04 -2.59585106e-07 4.80207879e-07
69527588.91 -1.950298297e-07 4.318101938e-07
69771462.58 -1.308136094e-07 3.959479225e-07
69917951.37 -8.460072767e-08 3.75819655e-07
70010933.53 -5.640234565e-08 3.635611532e-07
70084415.2 -4.776372799e-08 3.541482433e-07
70152576.58 -4.766210165e-08 3.456264142e-07
70203219.1 -4.757686198e-08 3.394200202e-07
70266534.6 -4.749509914e-08 3.31811343e-07
70345688.64 -4.73928798e-08 3.225252091e-07
70444661.39 -4.726507701e-08 3.112572579e-07
70568400.97 -4.71052849e-08 2.976934228e-07
70721032.57 -4.690699353e-08 2.817491545e-07
70903629.99 -4.666647272e-08 2.638000425e-07
71122437.39 -4.637847195e-08 2.43890991e-07
71381227.68 -4.603580416e-08 2.225551985e-07
71688193.72 -4.562988413e-08 2.002318786e-07
72049635.43 -4.515031355e-08 1.777552342e-07
72477563.07 -4.458395518e-08 1.557586148e-07
72979619.91 -4.391670798e-08 1.351165837e-07
73573173.09 -4.313062742e-08 1.162145026e-07
74271663.84 -4.220360904e-08 9.948791379e-08
75098823.95 -4.110898188e-08 8.502604216e-08
76074614.39 -3.981539716e-08 7.293440389e-08
77232795.56 -3.828431076e-08 6.310003624e-08
78612202.35 -3.646363686e-08 5.536786678e-08
80252578 -3.429699706e-08 4.947716546e-08
82248368.36 -3.168811309e-08 4.490459891e-08
84701527.36 -2.849607163e-08 4.108204826e-08
87735697.69 -2.455901114e-08 3.742295302e-08
91477841.1 -1.969712743e-08 3.349921866e-08
95497180.32 -1.412840269e-08 2.963946883e-08
98482975.17 -9.102344495e-09 2.697913325e-08
100295779.2 -5.694061226e-09 2.545038318e-08
101511684.3 -4.7832139e-09 2.446127995e-08
102807583.2 -4.7832139e-09 2.343816746e-08
103660148.3 -4.7832139e-09 2.278262698e-08
104730591.1 -4.7832139e-09 2.197956547e-08
106072413.7 -4.7832139e-09 2.100387866e-08
107749692 -4.7832139e-09 1.98339534e-08
109846290 -4.7832139e-09 1.845283951e-08
112422110.2 -4.7832139e-09 1.688376864e-08
115549892 -4.7832139e-09 1.519116034e-08
119221635.8 -4.7832139e-09 1.347071634e-08
123709322.7 -4.7832139e-09 1.174487216e-08
128795367.9 -4.7832139e-09 1.019808642e-08
134729087.2 -4.7832139e-09 8.820093368e-09
141981410.9 -4.7832139e-09 7.610021958e-09
150269780.8 -4.7832139e-09 6.651924181e-09
160215824.6 -4.7832139e-09 5.908877635e-09
170161868.5 -4.7832139e-09 5.440790567e-09
180107912.3 -4.7832139e-09 5.152324713e-09
190053956.2 -4.7832139e-09 4.981127626e-09
200000000 -4.7832139e-09 4.947988484e-09
